trial_id,title,intervention_name,intervention_type,phase,status,summary,sponsor,outcome
NCT00203502,Primary Systemic Therapy Using Sequential Docetaxel/Cyclophosphamide/Bevacizumab Followed by Doxorubicin in Operable/Locally Advanced Breast Cancer,Bevacizumab; Cyclophosphamide; Docetaxel,DRUG; DRUG; DRUG,,COMPLETED,"The main purpose of this study is to find out what effects taking the drug bevacizumab together with two chemotherapeutic agents, docetaxel and cyclophosphamide followed by doxorubicin alone before surgery will on breast cancer. Bevacizumab will be given for twelve weeks in combination with chemotherapy then it ill be held during the administration of doxorubicin. Twenty-eight to fifty-six days after undergoing surgery, all patients will receive nine three-weekly infusions of bevacizumab.",University of Arkansas,1.0
NCT01207102,"A Phase II Study of Abraxane® and Carboplatin as First-line Treatment for ""Triple Negative"" (Demonstrating no Expression for Estrogen, Progesterone, or Human Epidermal Growth Factor Receptor 2 (HER2)Receptors) Metastatic Breast Cancer",Abraxane; Carboplatin,DRUG; DRUG,,TERMINATED,"Taxanes (such as paclitaxel) are highly active to treat breast cancer. Abraxane® (nanoparticle albumin-bound paclitaxel) compared to standard paclitaxel improves efficacy and tolerability. When combined with a taxane, platinum agents improve response in metastatic breast cancer, with carboplatin conferring less toxicity than cisplatin. The investigators hypothesize that the combination of weekly Abraxane® and carboplatin will lengthen time to progression without producing intolerable toxicity.",Duke University,0.0
NCT06264921,"A Phase 1, First-in-Human, Open-Label Study to Evaluate the Safety, Tolerability, PK, and Preliminary Anti-tumor Activity of the Novel Orally Available CDK2 Inhibitor NKT3447 in Adults With Advanced/Metastatic Solid Tumors",NKT3447,DRUG,,ACTIVE_NOT_RECRUITING,"The goal of the Dose Escalation phase of the study is to evaluate the safety, tolerability, and pharmacokinetics (PK) to determine the maximum tolerated dose (MTD) and/or preliminary recommended dose for expansion (RDE) of NKT3447 in adults with advanced or metastatic solid tumors. The goal of the Expansion phase of the study is to evaluate the safety, tolerability, pharmacokinetics (PK), and the preliminary antitumor activity of NKT3447 in adult subjects with cyclin E1 (CCNE1) amplified ovarian cancer at the RDEs selected in Dose Escalation and to determine the preliminary recommended phase 2 dose (RP2D).","NiKang Therapeutics, Inc.",1.0
NCT00749502,A Phase I Study of MK-4827 in Patients With Advanced Solid Tumors or Hematologic Malignancies,MK-4827,DRUG,,COMPLETED,"This is a four-part dose-escalation and confirmation study in participants with advanced solid tumors. Part A is for dose escalation and determination of maximum tolerated dose (MTD) and recommended Phase 2 dose (RP2D) of MK-4827. Part B is a prostate/ovarian cancer cohort expansion. Part C is for a cohort of participants with relapsed or refractory T-cell prolymphocytic leukemia (T-PLL) or chronic lymphocytic leukemia (CLL). Part D will be for a cohort of participants with locally advanced or metastatic colorectal carcinoma (CRC), persistent or recurrent endometrial carcinoma, locally advanced or metastatic triple negative or highly proliferative estrogen receptor positive (ER+) breast cancer, or partially platinum-sensitive epithelial ovarian cancer. The study is also designed to find out whether MK-4827 causes at least 50% inhibition of poly adenosine diphosphate ribose polymerase (PARP) enzyme activity.","Tesaro, Inc.",1.0
NCT02124902,A Co-clinical Trial in Triple Negative Breast Cancer Patients With Genoproteomic Discovery,Docetaxel; Carboplatin; FDG-PET/MR,DRUG; DRUG; PROCEDURE,,TERMINATED,"This is a single arm open label phase II study in women with clinical stage 2 or 3 triple negative breast cancer to assess the anti-tumor activity (in terms of pathologic complete response rate) of neoadjuvant docetaxel in combination with carboplatin. Patient derived xenografts will also be developed simultaneously for the purposes of genoproteomic analysis.

Please note that Baylor College of Medicine (BCM) has a parallel study the same as this study. Baylor is expected to enroll approximately 19 participants that have complied with the inclusion and exclusion criteria for this study (excluded participants from BCM will include male participants or participants with inflammatory breast cancer). The investigators will pool participants and data from the BCM study and the study at Washington University School of Medicine. Pooling the data will potentially improve statistical power.",Washington University School of Medicine,0.0
NCT02876302,Phase II Study Of Combination Ruxolitinib (INCB018424) With Preoperative Chemotherapy For Triple Negative Inflammatory Breast Cancer,Ruxolitinib; Paclitaxel; Doxorubicin; Cyclophosphamide,DRUG; DRUG; DRUG; DRUG,,ACTIVE_NOT_RECRUITING,"This research study is studying Ruxolitinib as possible treatment for Inflammatory Breast Cancer (IBC).

The Following drugs will be use in combination with Ruxolinitinib.

* Paclitaxel (also called Taxol)
* Doxorubicin also called Adriamycin
* Cyclophosphamide, also called Cytoxan",Dana-Farber Cancer Institute,1.0
NCT05460702,Evaluation of the Relationship Between Stage I-II Breast Cancer Subtypes and Soluble Immune Checkpoints,Soluble immune checkpoints,DIAGNOSTIC_TEST,,COMPLETED,"Breast cancer is the most common type of cancer in women and the second most common cause of death after lung cancer. The luminal group A, which has the highest prevalence among breast cancers; It includes Her2-negative tumors with low proliferative activity, low mitotic rate and histological grade. The prognosis of patients with luminal A tumors is very good and metastases are mostly limited to bones. Luminal-B tumors have a more aggressive course. The most important difference of this group is that tumors have a high proliferation rate. The breakpoint between luminal A and B is generally accepted as less than 14% of tumor cells showing nuclear Ki67 expression immunohistochemically. In addition, approximately 30% of Her2-positive tumors are immunohistochemically in the luminal B phenotype.

Up or down regulation of immune checkpoints is observed to protect breast cancer cells from the anti-tumor responses of the immune system. There are few studies in the literature evaluating soluble immune checkpoints in breast cancer, and these studies did not evaluate soluble immune checkpoints according to the histopathological subtyping of breast cancer.

The aim of this study is to determine the relationship between Luminal A, Luminal B and triple negative breast cancer and soluble immune control points, and to guide possible potential immunotherapy treatments.",Istanbul Training and Research Hospital,1.0
NCT03340402,Pilot Study of Preoperative Accelerated Partial Breast Irradiation for Triple Negative Breast Cancer Using Proton Beam Scanning,Accelerated Partial Breast Irradiation; AlignRT,RADIATION; DEVICE,,WITHDRAWN,This research study is studying an intervention as a possible treatment for Triple Negative Breast Cancer.,Massachusetts General Hospital,0.0
NCT01662284,A Phase 1/2 Study of 124I-NM404 in Subjects With Advanced Solid Malignancies,124I-NM404,DRUG,,TERMINATED,The purpose of this study is to assess the use of investigational compound 124I-NM404 for accurate detection and characterization of a wide variety of solid primary and metastatic malignancies anywhere in the body.,"University of Wisconsin, Madison",0.0
NCT04067102,Albumin Bound (Nab)-Paclitaxel Combined With Carboplatin Versus Paclitaxel Combined With Carboplatin Followed by Epirubicin and Cyclophosphamide as Neoadjuvant Treatment for Participants With Triple Negative Breast Cancer (TNBC),Albumin bound (nab)-paclitaxel combined with carboplatin followed by epirubicin and cyclophosphamide; paclitaxel combined with carboplatin followed by epirubicin and cyclophosphamide,DRUG; DRUG,,WITHDRAWN,To evaluate the efficacy and safety of P nab-paclitaxel combined with carboplatin versus paclitaxel combined with carboplatin followed by epirubicin and cyclophosphamide in the neoadjuvant treatment of triple negative breast cancer.,Hebei Medical University Fourth Hospital,0.0
NCT02936102,"A Phase I, Open-label, Multi-center Dose Escalation Study of FAZ053 as Single Agent and in Combination With PDR001 in Adult Patients With Advanced Malignancies",FAZ053; PDR001,DRUG; DRUG,,TERMINATED,"The purpose of this ""first-in-human"" study of FAZ053 is to characterize the safety, tolerability, pharmacokinetics (PK), pharmacodynamics (PD) and antitumor activity of FAZ053 administered Intravenously (i.v.)as a single agent or in combination with PDR001 in adult patients with advanced solid tumors.

By blocking the interaction between Programmed Death Ligand-1 (PD-L1) and its receptors, Programmed Death-1 (PD-1) and B7.1, FAZ053 inhibits the PD-L1 immune checkpoint, resulting in activation of an antitumor immune response by activating effector T-cells and inhibiting regulatory T-cells.

This study has been designed as a Phase I, open-label, multi-center study with a dose escalation part of FAZ053 as single agent and in combination with PDR001, followed by a dose expansion part of FAZ053 as single agent.

FAZ053 will initially be dosed every three weeks. A less frequent dosing regimen such as every 6 weeks may be evaluated in parallel.

A patient may continue treatment with FAZ053 single agent or in combination with PDR001 until the patient experiences unacceptable toxicity, confirmed disease progression per immune related Response Criteria and/or treatment is discontinued at the discretion of the investigator or the patient.",Novartis Pharmaceuticals,0.0
NCT04521621,A Phase 1b/2 Clinical Study of Intratumoral Administration of V937 in Combination With Pembrolizumab (MK-3475) in Participants With Advanced/Metastatic Solid Tumors,Gebasaxturev; Pembrolizumab,BIOLOGICAL; DRUG,,TERMINATED,"The purpose of this study is to evaluate the safety, tolerability, and efficacy in participants with advanced/metastatic or recurrent malignancies who receive gebasaxturev (V937) in combination with pembrolizumab (MK-3475). The primary objective for Part 1 is to evaluate the objective response rate, and the primary objective for Part 2 is to determine the safety and tolerability of gebasaxturev administered in combination with pembrolizumab. With Amendment 4, this study will be terminated once all participants who have completed or discontinued gebasaxturev treatment and are only receiving pembrolizumab may be enrolled in a pembrolizumab extension study, if available, to continue pembrolizumab monotherapy for up to 35 cycles from first pembrolizumab dose on V937-013.",Merck Sharp & Dohme LLC,0.0
