head,relation,tail
NCT03621982,has_title,"A Phase 1b, Open-label, Dose-escalation and Dose-expansion Study to Evaluate the Safety, Tolerabilit"
NCT03621982,has_status,TERMINATED
NCT03621982,has_phase,
NCT03621982,sponsored_by,ADC Therapeutics S.A.
NCT03621982,tests,ADCT-301
ADCT-301,has_type,DRUG
NCT03621982,tests,Pembrolizumab
Pembrolizumab,has_type,BIOLOGICAL
NCT05076682,has_title,Reverse Triple Negative Immune Resistant Breast Cancer
NCT05076682,has_status,UNKNOWN
NCT05076682,has_phase,
NCT05076682,sponsored_by,Fudan University
NCT05076682,tests,Choline
Choline,has_type,DRUG
NCT05076682,tests,anti-PD-1 antibody and chemotherapy
anti-PD-1 antibody and chemotherapy,has_type,DRUG
NCT05076682,tests,Sodium Cromoglicate
Sodium Cromoglicate,has_type,DRUG
NCT05076682,tests,Efavirenz
Efavirenz,has_type,DRUG
NCT03970382,has_title,"A Phase 1a/1b, Open-label First-in-human Study of the Safety, Tolerability and Feasibility of Gene-e"
NCT03970382,has_status,SUSPENDED
NCT03970382,has_phase,
NCT03970382,sponsored_by,"PACT Pharma, Inc."
NCT03970382,tests,NeoTCR-P1 adoptive cell therapy
NeoTCR-P1 adoptive cell therapy,has_type,BIOLOGICAL
NCT03970382,tests,nivolumab
nivolumab,has_type,BIOLOGICAL
NCT03970382,tests,IL-2
IL-2,has_type,BIOLOGICAL
NCT02227082,has_title,Olaparib Dose Escalation in Combination With High Dose Radiotherapy to the Breast Andregional Lymph 
NCT02227082,has_status,COMPLETED
NCT02227082,has_phase,
NCT02227082,sponsored_by,The Netherlands Cancer Institute
NCT02227082,tests,radiotherapy
radiotherapy,has_type,RADIATION
NCT02227082,tests,olaparib
olaparib,has_type,DRUG
NCT03243331,has_title,An Initial Safety Study of Gedatolisib Plus PTK7-ADC for Metastatic Triple-negative Breast Cancer
NCT03243331,has_status,COMPLETED
NCT03243331,has_phase,
NCT03243331,sponsored_by,Kathy Miller
NCT03243331,tests,Gedatolisib
Gedatolisib,has_type,DRUG
NCT03243331,tests,PTK7-ADC
PTK7-ADC,has_type,DRUG
NCT03576131,has_title,"First-in-human, Open-label, Dose-escalation Trial With Expansion Cohorts to Evaluate Safety of GEN10"
NCT03576131,has_status,TERMINATED
NCT03576131,has_phase,
NCT03576131,sponsored_by,Genmab
NCT03576131,tests,GEN1029 (HexaBody®-DR5/DR5)
GEN1029 (HexaBody®-DR5/DR5),has_type,BIOLOGICAL
NCT05627960,has_title,FIH Phase 1A /1B Study of AG01 Antibody Against Progranulin/GP88 in Advanced Solid Tumor Malignancie
NCT05627960,has_status,RECRUITING
NCT05627960,has_phase,
NCT05627960,sponsored_by,A&G Pharmaceutical Inc.
NCT05627960,tests,AG-01 Compound
AG-01 Compound,has_type,DRUG
NCT02929576,has_title,"A Phase 3, Randomized, International Study Comparing the Efficacy and Safety of Enzalutamide in Comb"
NCT02929576,has_status,WITHDRAWN
NCT02929576,has_phase,
NCT02929576,sponsored_by,Pfizer
NCT02929576,tests,Enzalutamide
Enzalutamide,has_type,DRUG
NCT02929576,tests,Placebo
Placebo,has_type,DRUG
NCT02929576,tests,Paclitaxel
Paclitaxel,has_type,DRUG
NCT06938373,has_title,Development and Application of Accurate Detection Technology Based on Multimodal Data of Breast Canc
NCT06938373,has_status,RECRUITING
NCT06938373,has_phase,
NCT06938373,sponsored_by,Xiangya Hospital of Central South University
NCT06235931,has_title,"Prospective, Single-arm, Single-center Clinical Study of Darcilil Combined With AI Combined With Pyr"
NCT06235931,has_status,RECRUITING
NCT06235931,has_phase,
NCT06235931,sponsored_by,Second Affiliated Hospital of Soochow University
NCT06235931,tests,Darcilide +AI (letrozole/anastrozole/Exemestane) + pyrrotinib
Darcilide +AI (letrozole/anastrozole/Exemestane) + pyrrotinib,has_type,DRUG
NCT06649331,has_title,"Platform Study of ADC Rechallenge in ADC-treated Metastatic Breast Cancer：A Prospective, Open-label,"
NCT06649331,has_status,RECRUITING
NCT06649331,has_phase,
NCT06649331,sponsored_by,Fudan University
NCT06649331,tests,SHR-A1811
SHR-A1811,has_type,DRUG
NCT06649331,tests,SHR-A1921
SHR-A1921,has_type,DRUG
NCT06649331,tests,SHR-A2009
SHR-A2009,has_type,DRUG
NCT06649331,tests,SHR-A2102
SHR-A2102,has_type,DRUG
NCT03992131,has_title,"SEASTAR: A Phase 1b/2, Open-label, Parallel Arm Study to Assess the Safety, Tolerability, Pharmacoki"
NCT03992131,has_status,TERMINATED
NCT03992131,has_phase,
NCT03992131,sponsored_by,pharmaand GmbH
NCT03992131,tests,Rucaparib
Rucaparib,has_type,DRUG
NCT03992131,tests,Lucitanib
Lucitanib,has_type,DRUG
NCT03992131,tests,Sacituzumab govitecan
Sacituzumab govitecan,has_type,DRUG
NCT03241173,has_title,"A Phase 1/2 Study Exploring the Safety, Tolerability, and Efficacy of INCAGN01949 in Combination Wit"
NCT03241173,has_status,COMPLETED
NCT03241173,has_phase,
NCT03241173,sponsored_by,Incyte Biosciences International Sàrl
NCT03241173,tests,INCAGN01949
INCAGN01949,has_type,DRUG
NCT03241173,tests,Nivolumab
Nivolumab,has_type,DRUG
NCT03241173,tests,Ipilimumab
Ipilimumab,has_type,DRUG
NCT04556773,has_title,"A Phase 1b Multicentre, Open-label, Modular, Dose-finding and Dose-expansion Study to Explore the Sa"
NCT04556773,has_status,ACTIVE_NOT_RECRUITING
NCT04556773,has_phase,
NCT04556773,sponsored_by,AstraZeneca
NCT04556773,tests,Trastuzumab deruxtecan
Trastuzumab deruxtecan,has_type,DRUG
NCT04556773,tests,Durvalumab
Durvalumab,has_type,DRUG
NCT04556773,tests,Paclitaxel
Paclitaxel,has_type,DRUG
NCT04556773,tests,Capivasertib
Capivasertib,has_type,DRUG
NCT04556773,tests,Anastrozole
Anastrozole,has_type,DRUG
NCT04556773,tests,Fulvestrant
Fulvestrant,has_type,DRUG
NCT04556773,tests,Capecitabine
Capecitabine,has_type,DRUG
NCT06305962,has_title,"Phase 0/1 Study of the Safety and Tolerability of 177Lu-RAD204, a Lutetium-177 Radiolabelled Single "
NCT06305962,has_status,RECRUITING
NCT06305962,has_phase,
NCT06305962,sponsored_by,"Radiopharm Theranostics, Ltd"
NCT06305962,tests,177Lu-RAD204
177Lu-RAD204,has_type,DRUG
NCT02536794,has_title,A Single Arm Phase II Study Evaluating the Efficacy and Safety of MEDI4736 in Combination With Treme
NCT02536794,has_status,COMPLETED
NCT02536794,has_phase,
NCT02536794,sponsored_by,Northwestern University
NCT02536794,tests,Anti-B7H1 Monoclonal Antibody MEDI4736
Anti-B7H1 Monoclonal Antibody MEDI4736,has_type,BIOLOGICAL
NCT02536794,tests,Laboratory Biomarker Analysis
Laboratory Biomarker Analysis,has_type,OTHER
NCT02536794,tests,Pharmacological Study
Pharmacological Study,has_type,OTHER
NCT02536794,tests,Tremelimumab
Tremelimumab,has_type,BIOLOGICAL
NCT04293094,has_title,"A Phase 1, Multicenter, Open-label, Dose-Exploration and Dose-Expansion Study Evaluating the Safety,"
NCT04293094,has_status,COMPLETED
NCT04293094,has_phase,
NCT04293094,sponsored_by,"Volastra Therapeutics, Inc."
NCT04293094,tests,AMG 650
AMG 650,has_type,DRUG
NCT04548960,has_title,Molecular Profiles Associated With Resistance Development in Cancer Patients. Prospective Explorator
NCT04548960,has_status,UNKNOWN
NCT04548960,has_phase,
NCT04548960,sponsored_by,Oncodesign SA
NCT04548960,tests,cancer patients
cancer patients,has_type,OTHER
NCT03170960,has_title,A Phase 1b Dose-Escalation Study of Cabozantinib (XL184) Administered Alone or in Combination With A
NCT03170960,has_status,UNKNOWN
NCT03170960,has_phase,
NCT03170960,sponsored_by,Exelixis
NCT03170960,tests,cabozantinib
cabozantinib,has_type,DRUG
NCT03170960,tests,atezolizumab
atezolizumab,has_type,DRUG
NCT03170960,tests,cabozantinib
cabozantinib,has_type,DRUG
NCT03170960,tests,cabozantinib
cabozantinib,has_type,DRUG
NCT04437160,has_title,"A Multicenter, Randomised, Open-label Phase II Study to Evaluate the Efficacy and Safety of Adjuvant"
NCT04437160,has_status,RECRUITING
NCT04437160,has_phase,
NCT04437160,sponsored_by,Chinese Academy of Medical Sciences
NCT04437160,tests,Epirubicin or Pirarubicin
Epirubicin or Pirarubicin,has_type,DRUG
NCT04437160,tests,Cyclophosphamide
Cyclophosphamide,has_type,DRUG
NCT04178460,has_title,"A Multicenter, Open-label, Single-arm, Phase Ib Dose Escalation and Multi-cohort Expansion Clinical "
NCT04178460,has_status,TERMINATED
NCT04178460,has_phase,
NCT04178460,sponsored_by,"Zai Lab (Shanghai) Co., Ltd."
NCT04178460,tests,Niraparib combined with MGD013
Niraparib combined with MGD013,has_type,DRUG
NCT05020860,has_title,A Phase II Trial to Correlate Early Clinical Response to Pathologic Outcome With Neoadjuvant Systemi
NCT05020860,has_status,RECRUITING
NCT05020860,has_phase,
NCT05020860,sponsored_by,Baylor Breast Care Center
NCT05020860,tests,Paclitaxel
Paclitaxel,has_type,DRUG
NCT05020860,tests,Carboplatin
Carboplatin,has_type,DRUG
NCT05020860,tests,Trastuzumab
Trastuzumab,has_type,DRUG
NCT05020860,tests,Pertuzumab
Pertuzumab,has_type,DRUG
NCT05020860,tests,Doxorubicin
Doxorubicin,has_type,DRUG
NCT05020860,tests,Cyclophosphamide
Cyclophosphamide,has_type,DRUG
NCT05020860,tests,Pembrolizumab
Pembrolizumab,has_type,DRUG
NCT05020860,tests,Pertuzumab/Trastuzumab/Hyaluronidase-zzxf
Pertuzumab/Trastuzumab/Hyaluronidase-zzxf,has_type,DRUG
NCT03356860,has_title,A Phase IB/II Study of Durvalumab (MEDI4736) Combined With Dose-dense EC in a Neoadjuvant Setting fo
NCT03356860,has_status,COMPLETED
NCT03356860,has_phase,
NCT03356860,sponsored_by,Grand Hôpital de Charleroi
NCT03356860,tests,Paclitaxel
Paclitaxel,has_type,DRUG
NCT03356860,tests,Epirubicin
Epirubicin,has_type,DRUG
NCT03356860,tests,Cyclophosphamide
Cyclophosphamide,has_type,DRUG
NCT03356860,tests,Durvalumab
Durvalumab,has_type,DRUG
NCT03362060,has_title,A Phase 1b Study of Safety and Immune Response to PVX-410 Vaccine Alone and in Combination with Pemb
NCT03362060,has_status,ACTIVE_NOT_RECRUITING
NCT03362060,has_phase,
NCT03362060,sponsored_by,Massachusetts General Hospital
NCT03362060,tests,Pembrolizumab
Pembrolizumab,has_type,DRUG
NCT03362060,tests,PVX-410
PVX-410,has_type,BIOLOGICAL
NCT02681562,has_title,"A Phase II, Open Label, Controlled Study of Olaparib in Locally Advanced ER, PgR and HER2 Negative ("
NCT02681562,has_status,UNKNOWN
NCT02681562,has_phase,
NCT02681562,sponsored_by,Istituti Ospitalieri di Cremona
NCT02681562,tests,olaparib
olaparib,has_type,DRUG
NCT02708680,has_title,"A Randomized, Placebo-controlled, Double-blind, Multicenter Phase 2 Study of Atezolizumab With or Wi"
NCT02708680,has_status,COMPLETED
NCT02708680,has_phase,
NCT02708680,sponsored_by,Syndax Pharmaceuticals
NCT02708680,tests,Entinostat
Entinostat,has_type,DRUG
NCT02708680,tests,Atezolizumab
Atezolizumab,has_type,DRUG
NCT02708680,tests,Placebo
Placebo,has_type,DRUG
NCT06880029,has_title,Circadian Rhythm Impact on Triple Negative Breast Cancer Response to Neoadjuvant Immunotherapy - a F
NCT06880029,has_status,RECRUITING
NCT06880029,has_phase,
NCT06880029,sponsored_by,"Centro Hospitalar de Vila Nova de Gaia/Espinho, E.P.E."
NCT06880029,tests,Morning pembrolizumab infusions
Morning pembrolizumab infusions,has_type,OTHER
NCT07007780,has_title,"Multicenter, Phase II Clinical Study of Lutikizumab in Neoadjuvant Treatment of Early-Stage TNBC"
NCT07007780,has_status,NOT_YET_RECRUITING
NCT07007780,has_phase,
NCT07007780,sponsored_by,Xijing Hospital
NCT07007780,tests,Lutikizumab monotherapy
Lutikizumab monotherapy,has_type,DRUG
NCT03101280,has_title,A Phase IB Combination Study of Rucaparib (CO-338) and Atezolizumab (MPDL3280A) in Participants With
NCT03101280,has_status,COMPLETED
NCT03101280,has_phase,
NCT03101280,sponsored_by,Hoffmann-La Roche
NCT03101280,tests,Atezolizumab
Atezolizumab,has_type,DRUG
NCT03101280,tests,Rucaparib
Rucaparib,has_type,DRUG
NCT02435680,has_title,A Randomized Phase II Study of MCS110 Combined With Carboplatin and Gemcitabine in Advanced Triple N
NCT02435680,has_status,COMPLETED
NCT02435680,has_phase,
NCT02435680,sponsored_by,Novartis Pharmaceuticals
NCT02435680,tests,MCS110
MCS110,has_type,DRUG
NCT02435680,tests,carboplatin
carboplatin,has_type,DRUG
NCT02435680,tests,gemcitabine
gemcitabine,has_type,DRUG
NCT01426880,has_title,A Randomized Phase II Trial Investigating the Addition of Carboplatin to Neoadjuvant Therapy for Tri
NCT01426880,has_status,COMPLETED
NCT01426880,has_phase,
NCT01426880,sponsored_by,GBG Forschungs GmbH
NCT01426880,tests,Carboplatin
Carboplatin,has_type,DRUG
NCT01426880,tests,background treatment
background treatment,has_type,DRUG
NCT05763992,has_title,Targeting Triple Negative BREAst Cancer Metabolism With a Combination of Chemoimmunotherapy and a FA
NCT05763992,has_status,RECRUITING
NCT05763992,has_phase,
NCT05763992,sponsored_by,"Fondazione IRCCS Istituto Nazionale dei Tumori, Milano"
NCT05763992,tests,"Control diet (ARM A) or Fasting-Like Approach (FLA, ARM B)"
"Control diet (ARM A) or Fasting-Like Approach (FLA, ARM B)",has_type,DIETARY_SUPPLEMENT
NCT06369831,has_title,Evaluating the Diagnostic Performance of Human Epidermal Growth Factor Receptor 2 (HER2) Targeted Po
NCT06369831,has_status,RECRUITING
NCT06369831,has_phase,
NCT06369831,sponsored_by,ABSCINT NV/SA
NCT06369831,tests,68Ga-NOTA-ABSCINT-HER2 PET/CT
68Ga-NOTA-ABSCINT-HER2 PET/CT,has_type,DIAGNOSTIC_TEST
NCT02659631,has_title,A PHASE 1 DOSE ESCALATION STUDY EVALUATING THE SAFETY AND TOLERABILITY OF PF-06671008 IN PATIENTS WI
NCT02659631,has_status,TERMINATED
NCT02659631,has_phase,
NCT02659631,sponsored_by,Pfizer
NCT02659631,tests,PF-06671008
PF-06671008,has_type,DRUG
NCT02659631,tests,PF-06671008
PF-06671008,has_type,DRUG
NCT05809895,has_title,"AdvanTIG-211: A Randomized, Double-blind, Placebo-controlled, Phase II Study Evaluating the Efficacy"
NCT05809895,has_status,WITHDRAWN
NCT05809895,has_phase,
NCT05809895,sponsored_by,Novartis Pharmaceuticals
NCT05809895,tests,Ociperlimab
Ociperlimab,has_type,DRUG
NCT05809895,tests,Tislelizumab
Tislelizumab,has_type,DRUG
NCT05809895,tests,Paclitaxel
Paclitaxel,has_type,DRUG
NCT05809895,tests,Nab-paclitaxel
Nab-paclitaxel,has_type,DRUG
NCT05809895,tests,Carboplatin
Carboplatin,has_type,DRUG
NCT05809895,tests,Placebo
Placebo,has_type,DRUG
NCT05809895,tests,Pembrolizumab
Pembrolizumab,has_type,DRUG
NCT05809895,tests,Gemcitabine
Gemcitabine,has_type,DRUG
NCT00789581,has_title,Phase III Study of Doxorubicin/Cyclophosphamide (AC) Followed by Ixabepilone vs. AC Followed by Pacl
NCT00789581,has_status,COMPLETED
NCT00789581,has_phase,
NCT00789581,sponsored_by,"SCRI Development Innovations, LLC"
NCT00789581,tests,Doxorubicin
Doxorubicin,has_type,DRUG
NCT00789581,tests,Cyclophosphamide
Cyclophosphamide,has_type,DRUG
NCT00789581,tests,Ixabepilone (Ixempra)
Ixabepilone (Ixempra),has_type,DRUG
NCT00789581,tests,Paclitaxel (Taxol)
Paclitaxel (Taxol),has_type,DRUG
NCT03580395,has_title,Efficacy and Safety of Apatinib Added to Docetaxel and Cisplatin Neoadjuvant Therapy for Patients Wi
NCT03580395,has_status,UNKNOWN
NCT03580395,has_phase,
NCT03580395,sponsored_by,Hebei Medical University Fourth Hospital
NCT03580395,tests,Apatinib
Apatinib,has_type,DRUG
NCT03580395,tests,paclitaxel
paclitaxel,has_type,DRUG
NCT03580395,tests,cisplatin
cisplatin,has_type,DRUG
NCT06682195,has_title,Neoadjuvant Chemotherapy Combined With Toripalimab for Triple-negative Breast Cancer : a Prospective
NCT06682195,has_status,RECRUITING
NCT06682195,has_phase,
NCT06682195,sponsored_by,First Affiliated Hospital of Zhejiang University
NCT06682195,tests,Neoadjuvant chemotherapy combined with Toripalimab
Neoadjuvant chemotherapy combined with Toripalimab,has_type,DRUG
NCT05088395,has_title,Analysis of Circulating Tumor mArkers in Blood 4 - ALCINA 4
NCT05088395,has_status,RECRUITING
NCT05088395,has_phase,
NCT05088395,sponsored_by,Institut Curie
NCT05088395,tests,Blood sample
Blood sample,has_type,OTHER
NCT05088395,tests,Biopsy
Biopsy,has_type,OTHER
NCT03709446,has_title,A Phase I/II Trial of Leflunomide in Women With Previously Treated Metastatic Triple Negative Cancer
NCT03709446,has_status,ACTIVE_NOT_RECRUITING
NCT03709446,has_phase,
NCT03709446,sponsored_by,Joseph Sparano
NCT03709446,tests,Leflunomide
Leflunomide,has_type,DRUG
NCT02890069,has_title,"Phase Ib, Open-label, Multi-center Study to Characterize the Safety, Tolerability and Pharmacodynami"
NCT02890069,has_status,COMPLETED
NCT02890069,has_phase,
NCT02890069,sponsored_by,Novartis Pharmaceuticals
NCT02890069,tests,PDR001
PDR001,has_type,BIOLOGICAL
NCT02890069,tests,LCL161
LCL161,has_type,DRUG
NCT02890069,tests,Everolimus
Everolimus,has_type,DRUG
NCT02890069,tests,Panobinostat
Panobinostat,has_type,DRUG
NCT02890069,tests,QBM076
QBM076,has_type,DRUG
NCT02890069,tests,HDM201
HDM201,has_type,DRUG
NCT04274946,has_title,The Comparative Analysis of Multimodal Markers to Identify Sentinel Lymph Node in Breast Cancer
NCT04274946,has_status,UNKNOWN
NCT04274946,has_phase,
NCT04274946,sponsored_by,Bulent Ecevit University
NCT04274946,tests,Sentinel lymph node biopsy
Sentinel lymph node biopsy,has_type,PROCEDURE
NCT03970967,has_title,A Safety and Effectiveness Study of Intratumoral Diffusing Alpha Radiation Emitters for the Treatmen
NCT03970967,has_status,TERMINATED
NCT03970967,has_phase,
NCT03970967,sponsored_by,Alpha Tau Medical LTD.
NCT03970967,tests,Device: Radiation: Diffusing Alpha Radiation Emitters Therapy (DaRT)
Device: Radiation: Diffusing Alpha Radiation Emitters Therapy (DaRT),has_type,DEVICE
NCT04331067,has_title,Phase Ib/II Study to Evaluate Safety and Tolerability of Neoadjuvant Nivolumab and Chemotherapy in P
NCT04331067,has_status,ACTIVE_NOT_RECRUITING
NCT04331067,has_phase,
NCT04331067,sponsored_by,Washington University School of Medicine
NCT04331067,tests,Paclitaxel
Paclitaxel,has_type,DRUG
NCT04331067,tests,Carboplatin
Carboplatin,has_type,DRUG
NCT04331067,tests,Nivolumab
Nivolumab,has_type,BIOLOGICAL
NCT04331067,tests,Cabiralizumab
Cabiralizumab,has_type,BIOLOGICAL
NCT04331067,tests,Tumor biopsy
Tumor biopsy,has_type,PROCEDURE
NCT04331067,tests,Bone marrow
Bone marrow,has_type,PROCEDURE
NCT04331067,tests,Blood draw
Blood draw,has_type,PROCEDURE
NCT03752723,has_title,"A Phase 1b/2, Open Label, Dose Escalation Study to Evaluate Safety, Tolerability, Pharmacodynamics a"
NCT03752723,has_status,COMPLETED
NCT03752723,has_phase,
NCT03752723,sponsored_by,"Genexine, Inc."
NCT03752723,tests,GX-I7
GX-I7,has_type,DRUG
NCT03752723,tests,Pembrolizumab(KEYTRUDA®)
Pembrolizumab(KEYTRUDA®),has_type,DRUG
NCT03752723,tests,Cyclophosphamide
Cyclophosphamide,has_type,DRUG
NCT03544723,has_title,"A Phase 2, Multi-Center, Open Label Study to Evaluate Adenoviral p53 (Ad-p53) in Combination With Im"
